ReqId,ReqAddr,RefTraceCycle,ReqBusLatency,RespBusLatency,ReplcLatency,LatencyMinusRepl,TotLatency,WcReqLatency,WcRespLatency,WcReplcLatency,WcLatency,WcLatencyMinsRepl,AverageLatency
286,3713540312,0,4,22,0,26,26,97,88,11,108,108,20
289,3713540376,0,4,11,0,15,15,97,88,11,108,108,20
291,3713540440,0,4,11,0,15,15,97,88,11,108,108,20
294,3713540632,0,4,11,0,15,15,97,88,11,108,108,20
292,3713540504,0,4,11,0,15,15,97,88,11,108,108,20
295,3713540696,0,14,11,0,25,25,97,88,11,108,108,20
296,3713540760,0,4,11,0,15,15,97,88,11,108,108,20
242,3713539032,0,1,11,0,12,12,97,88,11,108,108,20
298,3713540888,0,4,11,0,15,15,97,88,11,108,108,20
297,3713540824,0,4,11,0,15,15,97,88,11,108,108,20
299,3713540952,0,4,11,0,15,15,97,88,11,108,108,20
301,3713541016,0,4,11,0,15,15,97,88,11,108,108,20
304,3713541144,0,4,11,0,15,15,97,88,11,108,108,20
306,3713541208,0,4,11,0,15,15,97,88,11,108,108,20
307,3713541272,0,4,11,0,15,15,97,88,11,108,108,20
308,3713541336,0,4,11,0,15,15,97,88,11,108,108,20
309,3713541400,0,4,11,0,15,15,97,88,11,108,108,20
310,3713541464,0,4,11,0,15,15,97,88,11,108,108,20
311,3713541528,0,4,11,0,15,15,97,88,11,108,108,20
255,3713539544,0,3,11,0,14,14,97,88,11,108,108,20
313,3713541656,0,4,11,0,15,15,97,88,11,108,108,20
314,3713541720,0,4,11,0,15,15,97,88,11,108,108,20
315,3713541784,0,4,11,0,15,15,97,88,11,108,108,20
316,3713541848,0,4,11,0,15,15,97,88,11,108,108,20
317,3713541912,0,4,11,0,15,15,97,88,11,108,108,20
319,3713541976,0,4,11,0,15,15,97,88,11,108,108,20
320,3713542040,0,4,11,0,15,15,97,88,11,108,108,20
277,3713540056,0,4,11,0,15,15,97,88,11,108,108,20
322,3713542168,0,4,22,0,26,26,97,88,11,108,108,20
323,3713542232,0,4,11,0,15,15,97,88,11,108,108,20
324,3713542296,0,4,11,0,15,15,97,88,11,108,108,20
325,3713542360,0,4,22,0,26,26,97,88,11,108,108,20
326,3713542424,0,4,11,0,15,15,97,88,11,108,108,20
327,3713542488,0,14,11,0,25,25,97,88,11,108,108,20
328,3713542552,0,4,11,0,15,15,97,88,11,108,108,20
293,3713540568,0,4,11,0,15,15,97,88,11,108,108,20
330,3713542680,0,14,11,0,25,25,97,88,11,108,108,20
331,3713542744,0,4,11,0,15,15,97,88,11,108,108,20
332,3713542808,0,4,11,0,15,15,97,88,11,108,108,20
333,3713542872,0,4,11,0,15,15,97,88,11,108,108,20
335,3713542936,0,4,22,0,26,26,97,88,11,108,108,20
336,3713543000,0,4,11,0,15,15,97,88,11,108,108,20
337,3713543064,0,4,11,0,15,15,97,88,11,108,108,20
339,3713543192,0,4,11,0,15,15,97,88,11,108,108,19
302,3713541080,0,4,11,0,15,15,97,88,11,108,108,19
340,3713543256,0,14,11,0,25,25,97,88,11,108,108,19
341,3713543320,0,4,11,0,15,15,97,88,11,108,108,19
342,3713543384,0,4,11,0,15,15,97,88,11,108,108,19
312,3713541592,0,4,11,0,15,15,97,88,11,108,108,19
343,3713543448,0,4,11,0,15,15,97,88,11,108,108,19
344,3713543512,0,4,11,0,15,15,97,88,11,108,108,19
345,3713543576,0,4,11,0,15,15,97,88,11,108,108,19
347,3713543704,0,4,11,0,15,15,97,88,11,108,108,19
348,3713543768,0,4,11,0,15,15,97,88,11,108,108,19
349,3713543832,0,4,11,0,15,15,97,88,11,108,108,19
350,3713543896,0,4,11,0,15,15,97,88,11,108,108,19
351,3713543960,0,4,11,0,15,15,97,88,11,108,108,19
352,3713544024,0,4,11,0,15,15,97,88,11,108,108,19
353,3713544088,0,4,11,0,15,15,97,88,11,108,108,19
321,3713542104,0,4,11,0,15,15,97,88,11,108,108,19
355,3713544216,0,4,11,0,15,15,97,88,11,108,108,19
356,3713544280,0,4,11,0,15,15,97,88,11,108,108,19
357,3713544344,0,4,11,0,15,15,97,88,11,108,108,19
358,3713544408,0,4,11,0,15,15,97,88,11,108,108,19
359,3713544472,0,4,11,0,15,15,97,88,11,108,108,19
361,3713544536,0,4,11,0,15,15,97,88,11,108,108,19
362,3713544600,0,4,11,0,15,15,97,88,11,108,108,19
329,3713542616,0,4,11,0,15,15,97,88,11,108,108,19
364,3713544728,0,4,22,0,26,26,97,88,11,108,108,19
365,3713544792,0,4,11,0,15,15,97,88,11,108,108,19
366,3713544856,0,4,33,11,26,37,97,88,11,108,108,19
367,3713544920,0,4,11,0,15,15,97,88,11,108,108,19
369,3713544984,0,4,22,11,15,26,97,88,11,108,108,19
370,3713545048,0,13,11,0,24,24,97,88,11,108,108,19
371,3713545112,0,1,22,11,12,23,97,88,11,108,108,19
374,3713545304,0,4,11,0,15,15,97,88,11,108,108,19
376,3713545432,0,4,33,11,26,37,97,88,11,108,108,19
338,3713543128,0,4,11,0,15,15,97,88,11,108,108,19
373,3713545240,0,1,22,11,12,23,97,88,11,108,108,19
375,3713545368,0,1,11,0,12,12,97,88,11,108,108,19
378,3713545496,0,1,22,11,12,23,97,88,11,108,108,19
379,3713545560,0,4,11,0,15,15,97,88,11,108,108,19
346,3713543640,0,4,22,11,15,26,97,88,11,108,108,19
383,3713545816,0,4,11,0,15,15,97,88,11,108,108,19
380,3713545624,0,1,22,11,12,23,97,88,11,108,108,19
382,3713545752,0,1,11,0,12,12,97,88,11,108,108,19
385,3713545944,0,4,22,11,15,26,97,88,11,108,108,19
384,3713545880,0,1,11,0,12,12,97,88,11,108,108,19
387,3713546072,0,4,22,11,15,26,97,88,11,108,108,19
386,3713546008,0,1,11,0,12,12,97,88,11,108,108,19
354,3713544152,0,4,22,11,15,26,97,88,11,108,108,19
391,3713546328,0,4,11,0,15,15,97,88,11,108,108,19
388,3713546136,0,1,22,11,12,23,97,88,11,108,108,19
390,3713546264,0,1,11,0,12,12,97,88,11,108,108,19
393,3713546456,0,4,22,11,15,26,97,88,11,108,108,19
392,3713546392,0,1,22,0,23,23,97,88,11,108,108,19
394,3713546520,0,1,22,11,12,23,97,88,11,108,108,19
396,3713546584,0,4,22,0,26,26,97,88,11,108,108,19
400,3713546840,0,4,22,11,15,26,97,88,11,108,108,19
397,3713546648,0,1,11,0,12,12,97,88,11,108,108,19
399,3713546776,0,4,22,11,15,26,97,88,11,108,108,19
403,3713546968,0,4,11,0,15,15,97,88,11,108,108,19
363,3713544664,0,4,22,11,15,26,97,88,11,108,108,19
402,3713546904,0,2,22,0,24,24,97,88,11,108,108,19
404,3713547032,0,1,22,11,12,23,97,88,11,108,108,19
405,3713547096,0,4,11,0,15,15,97,88,11,108,108,19
406,3713547160,0,1,22,11,12,23,97,88,11,108,108,19
410,3713547352,0,4,11,0,15,15,97,88,11,108,108,19
372,3713545176,0,4,22,11,15,26,97,88,11,108,108,19
409,3713547288,0,2,11,0,13,13,97,88,11,108,108,19
412,3713547480,0,4,22,11,15,26,97,88,11,108,108,19
381,3713545688,0,4,11,0,15,15,97,88,11,108,108,19
411,3713547416,0,1,11,0,12,12,97,88,11,108,108,19
413,3713547544,0,1,33,22,12,34,97,88,22,108,108,19
414,3713547608,0,4,11,0,15,15,97,88,22,108,108,19
415,3713547672,0,1,11,0,12,12,97,88,22,108,108,19
418,3713547864,0,5,22,11,16,27,97,88,22,108,108,19
389,3713546200,0,4,11,0,15,15,97,88,22,108,108,19
417,3713547800,0,5,22,11,16,27,97,88,22,108,108,19
419,3713547928,0,4,11,0,15,15,97,88,22,108,108,19
420,3713547992,0,4,22,11,15,26,97,88,22,108,108,19
421,3713548056,0,1,11,0,12,12,97,88,22,108,108,19
427,3713548376,0,4,33,11,26,37,97,88,22,108,108,19
422,3713548120,0,4,11,0,15,15,97,88,22,108,108,19
426,3713548312,0,1,33,11,23,34,97,88,22,108,108,19
428,3713548440,0,49,11,0,60,60,97,88,22,108,108,19
429,3713548504,0,26,22,11,37,48,97,88,22,108,108,20
432,3713548632,0,13,11,0,24,24,97,88,22,108,108,20
431,3713548568,0,2,22,11,13,24,97,88,22,108,108,20
423,3713548184,0,1,11,0,12,12,97,88,22,108,108,20
436,3713548888,0,4,33,11,26,37,97,88,22,108,108,20
433,3713548696,0,6,11,0,17,17,97,88,22,108,108,20
435,3713548824,0,2,22,11,13,24,97,88,22,108,108,20
439,3713549016,0,17,11,0,28,28,97,88,22,108,108,20
416,3713547736,0,4,22,11,15,26,97,88,22,108,108,20
438,3713548952,0,31,11,0,42,42,97,88,22,108,108,20
441,3713549144,0,4,22,11,15,26,97,88,22,108,108,20
440,3713549080,0,1,11,0,12,12,97,88,22,108,108,20
424,3713548248,0,4,22,11,15,26,97,88,22,108,108,20
445,3713549400,0,4,11,0,15,15,97,88,22,108,108,20
442,3713549208,0,1,22,11,12,23,97,88,22,108,108,20
444,3713549336,0,1,11,0,12,12,97,88,22,108,108,20
447,3713549528,0,4,22,11,15,26,97,88,22,108,108,20
446,3713549464,0,1,11,0,12,12,97,88,22,108,108,20
449,3713549656,0,4,22,11,15,26,97,88,22,108,108,20
448,3713549592,0,1,11,0,12,12,97,88,22,108,108,20
398,3713546712,0,4,22,11,15,26,97,88,22,108,108,20
453,3713549912,0,4,11,0,15,15,97,88,22,108,108,20
452,3713549848,0,1,33,11,23,34,97,88,22,108,108,20
456,3713550040,0,4,11,0,15,15,97,88,22,108,108,20
455,3713549976,0,1,33,11,23,34,97,88,22,108,108,20
458,3713550168,0,4,11,0,15,15,97,88,22,108,108,20
457,3713550104,0,1,22,11,12,23,97,88,22,108,108,20
450,3713549720,0,1,11,0,12,12,97,88,22,108,108,20
459,3713550232,0,1,22,11,12,23,97,88,22,108,108,20
463,3713550424,0,4,11,0,15,15,97,88,22,108,108,20
462,3713550360,0,1,33,11,23,34,97,88,22,108,108,20
465,3713550552,0,4,11,0,15,15,97,88,22,108,108,20
464,3713550488,0,1,22,11,12,23,97,88,22,108,108,20
468,3713550680,0,4,11,0,15,15,97,88,22,108,108,20
467,3713550616,0,1,22,11,12,23,97,88,22,108,108,20
408,3713547224,0,4,11,0,15,15,97,88,22,108,108,20
461,3713550296,0,4,22,11,15,26,97,88,22,108,108,20
472,3713550936,0,4,11,0,15,15,97,88,22,108,108,20
469,3713550744,0,1,22,11,12,23,97,88,22,108,108,20
471,3713550872,0,1,11,0,12,12,97,88,22,108,108,20
474,3713551064,0,4,22,11,15,26,97,88,22,108,108,20
473,3713551000,0,1,11,0,12,12,97,88,22,108,108,20
476,3713551192,0,4,22,11,15,26,97,88,22,108,108,20
475,3713551128,0,1,11,0,12,12,97,88,22,108,108,20
434,3713548760,0,1,22,11,12,23,97,88,22,108,108,20
480,3713551448,0,4,11,0,15,15,97,88,22,108,108,20
477,3713551256,0,1,22,11,12,23,97,88,22,108,108,20
479,3713551384,0,1,11,0,12,12,97,88,22,108,108,20
482,3713551576,0,4,22,11,15,26,97,88,22,108,108,20
481,3713551512,0,1,22,0,23,23,97,88,22,108,108,20
483,3713551640,0,1,22,11,12,23,97,88,22,108,108,20
485,3713551704,0,4,22,0,26,26,97,88,22,108,108,20
489,3713551960,0,4,22,11,15,26,97,88,22,108,108,20
486,3713551768,0,1,11,0,12,12,97,88,22,108,108,20
488,3713551896,0,2,22,11,13,24,97,88,22,108,108,20
492,3713552088,0,4,11,0,15,15,97,88,22,108,108,20
443,3713549272,0,4,22,11,15,26,97,88,22,108,108,20
491,3713552024,0,2,22,0,24,24,97,88,22,108,108,20
494,3713552216,0,4,22,11,15,26,97,88,22,108,108,20
493,3713552152,0,1,11,0,12,12,97,88,22,108,108,20
495,3713552280,0,1,22,11,12,23,97,88,22,108,108,20
451,3713549784,0,4,11,0,15,15,97,88,22,108,108,20
470,3713550808,0,4,22,11,15,26,97,88,22,108,108,20
498,3713552408,0,2,11,0,13,13,97,88,22,108,108,20
499,3713552472,0,4,22,11,15,26,97,88,22,108,108,20
500,3713552536,0,1,11,0,12,12,97,88,22,108,108,20
501,3713552600,0,4,22,11,15,26,97,88,22,108,108,20
502,3713552664,0,1,11,0,12,12,97,88,22,108,108,20
503,3713552728,0,4,22,11,15,26,97,88,22,108,108,20
507,3713552984,0,4,11,0,15,15,97,88,22,108,108,20
504,3713552792,0,1,22,11,12,23,97,88,22,108,108,20
506,3713552920,0,1,11,0,12,12,97,88,22,108,108,20
509,3713553112,0,4,22,11,15,26,97,88,22,108,108,20
478,3713551320,0,4,11,0,15,15,97,88,22,108,108,20
508,3713553048,0,1,11,0,12,12,97,88,22,108,108,20
510,3713553176,0,1,44,22,23,45,97,88,22,108,108,20
511,3713553240,0,4,11,0,15,15,97,88,22,108,108,20
516,3713553496,0,5,11,0,16,16,97,88,22,108,108,20
515,3713553432,0,5,33,11,27,38,97,88,22,108,108,20
517,3713553560,0,4,11,0,15,15,97,88,22,108,108,20
518,3713553624,0,4,22,11,15,26,97,88,22,108,108,20
521,3713553752,0,17,11,0,28,28,97,88,22,108,108,20
512,3713553304,0,1,22,11,12,23,97,88,22,108,108,20
520,3713553688,0,31,11,0,42,42,97,88,22,108,108,20
526,3713554008,0,4,33,11,26,37,97,88,22,108,108,20
522,3713553816,0,1,11,0,12,12,97,88,22,108,108,20
524,3713553944,0,1,22,11,12,23,97,88,22,108,108,20
528,3713554136,0,17,11,0,28,28,97,88,22,108,108,20
513,3713553368,0,4,22,11,15,26,97,88,22,108,108,20
527,3713554072,0,31,11,0,42,42,97,88,22,108,108,20
530,3713554264,0,4,22,11,15,26,97,88,22,108,108,20
529,3713554200,0,1,11,0,12,12,97,88,22,108,108,20
487,3713551832,0,4,22,11,15,26,97,88,22,108,108,20
534,3713554520,0,4,11,0,15,15,97,88,22,108,108,20
531,3713554328,0,1,22,11,12,23,97,88,22,108,108,20
533,3713554456,0,1,11,0,12,12,97,88,22,108,108,20
536,3713554648,0,4,22,11,15,26,97,88,22,108,108,20
535,3713554584,0,1,11,0,12,12,97,88,22,108,108,20
538,3713554776,0,4,22,11,15,26,97,88,22,108,108,20
537,3713554712,0,1,11,0,12,12,97,88,22,108,108,20
497,3713552344,0,4,22,11,15,26,97,88,22,108,108,20
542,3713555032,0,4,11,0,15,15,97,88,22,108,108,20
541,3713554968,0,1,33,11,23,34,97,88,22,108,108,20
545,3713555160,0,4,11,0,15,15,97,88,22,108,108,20
544,3713555096,0,1,33,11,23,34,97,88,22,108,108,20
539,3713554840,0,1,22,0,23,23,97,88,22,108,108,20
551,3713555480,0,43,50,0,93,93,97,88,22,108,108,20
552,3713555544,0,7,51,0,58,58,97,88,22,108,108,20
553,3713555608,0,43,50,0,93,93,97,88,22,108,108,20
554,3713555672,0,7,51,18,40,58,97,88,22,108,108,21
540,3713554904,0,4,44,0,48,48,97,88,22,108,108,21
546,3713555224,0,1,33,0,34,34,97,88,22,108,108,21
556,3713555736,0,2,22,11,13,24,97,88,22,108,108,21
547,3713555288,0,4,11,0,15,15,97,88,22,108,108,21
557,3713555800,0,7,22,11,18,29,97,88,22,108,108,21
548,3713555352,0,1,11,0,12,12,97,88,22,108,108,21
550,3713555416,0,4,22,11,15,26,97,88,22,108,108,21
561,3713556056,0,1,11,0,12,12,97,88,22,108,108,21
560,3713555992,0,2,22,11,13,24,97,88,22,108,108,21
563,3713556184,0,4,11,0,15,15,97,88,22,108,108,21
558,3713555864,0,2,22,11,13,24,97,88,22,108,108,21
562,3713556120,0,1,11,0,12,12,97,88,22,108,108,21
565,3713556312,0,1,22,11,12,23,97,88,22,108,108,21
564,3713556248,0,1,11,0,12,12,97,88,22,108,108,21
569,3713556568,0,0,22,11,11,22,97,88,22,108,108,21
505,3713552856,0,4,11,0,15,15,97,88,22,108,108,21
566,3713556376,0,2,22,11,13,24,97,88,22,108,108,21
572,3713556696,0,4,11,0,15,15,97,88,22,108,108,21
568,3713556504,0,2,22,11,13,24,97,88,22,108,108,21
570,3713556632,0,1,11,0,12,12,97,88,22,108,108,21
578,3713556824,0,4,22,11,15,26,97,88,22,108,108,21
576,3713556760,0,1,11,0,12,12,97,88,22,108,108,21
523,3713553880,0,4,22,11,15,26,97,88,22,108,108,21
532,3713554392,0,4,44,0,48,48,97,88,22,108,108,21
589,3713557016,0,1,22,11,12,23,97,88,22,108,108,21
593,3713557080,0,4,11,0,15,15,97,88,22,108,108,21
597,3713557144,0,1,22,11,12,23,97,88,22,108,108,21
599,3713557208,0,4,11,0,15,15,97,88,22,108,108,21
606,3713557336,0,0,22,11,11,22,97,88,22,108,108,21
